gene_id	accession_number	X1C	X1O1	X1D1	X1OD1	X1O24	X1D24	X1OD24	X2C	X2O1	X2D1	X2OD1	X2O24	X2D24	X2OD24	X3C	X3O1	X3D1	X3OD1	X3O24	X3D24	X3OD24
TRINITY_DN394176_c6_g1	OHD75294	0	6	0	0	0	26	0	0	0	0	37	7	42	0	0	0	0	0	6	0	33
TRINITY_DN401253_c2_g1	OHD75384	0	16	0	0	0	24	0	0	8	0	19	0	34	0	0	0	0	0	0	0	0
TRINITY_DN397210_c8_g1	OHD75571	0	13	0	0	0	7	0	0	11	0	0	0	24	0	0	0	0	0	0	13	0
TRINITY_DN398894_c5_g1	OHD75584	0	0	0	0	0	5	5	0	5	0	8	0	22	0	0	0	0	0	0	0	0
TRINITY_DN389909_c5_g3	OHD75657	0	12	0	0	0	22	0	0	20	0	13	32	41	0	0	0	0	0	12	0	0
TRINITY_DN386876_c8_g2	OHD75680	0	10	0	0	0	100	0	0	7	0	35	0	96	0	0	0	0	0	0	0	0
TRINITY_DN392472_c0_g3	OHD75773	0	0	0	0	0	6	0	0	0	0	5	50	17	0	0	0	0	0	5	0	0
TRINITY_DN397508_c2_g2	OHD75775	0	9	5	0	29	16	11	0	21	0	9	131	34	15	0	0	0	0	19	33	59
TRINITY_DN380426_c5_g4	OHD76072	0	7	0	0	0	6	0	0	0	0	0	0	14	0	0	0	0	0	0	29	18
TRINITY_DN386557_c5_g2	OHD76072	0	16	0	0	0	79	0	0	5	0	43	35	91	0	0	0	0	0	11	0	0
TRINITY_DN396120_c2_g2	OHD76072	0	0	0	0	0	7	0	0	0	0	5	0	22	0	0	0	0	0	0	14	5
TRINITY_DN399822_c3_g1	OHD76072	0	5	0	0	5	62	0	0	32	0	42	52	145	0	0	0	0	0	8	0	0
TRINITY_DN395594_c3_g2	OHD76638	0	14	0	0	0	13	0	0	6	0	20	73	22	0	0	0	0	0	15	0	0
TRINITY_DN390462_c3_g3	OHD76644	0	5	0	0	0	11	0	0	23	0	6	15	5	0	0	0	0	0	0	0	0
TRINITY_DN385034_c4_g2	OHD76693	0	12	0	0	0	9	0	0	0	0	0	5	17	0	0	0	0	0	0	33	0
TRINITY_DN393071_c3_g2	OHD76693	0	41	0	0	0	54	0	0	40	0	41	7	67	0	0	0	0	0	8	0	0
TRINITY_DN381913_c11_g3	OHD77257	0	0	0	0	0	15	0	0	6	0	21	14	39	0	0	0	0	0	7	0	0
TRINITY_DN399148_c2_g7	OHE60509	0	28	0	0	0	37	0	0	32	0	5	30	55	0	0	0	0	0	0	0	0
TRINITY_DN393642_c6_g5	OHE61007	0	0	0	0	0	25	0	0	8	0	14	5	32	0	0	0	0	0	0	0	0
TRINITY_DN391398_c5_g1	OHE61652	0	35	0	0	0	114	0	0	14	0	12	10	98	0	0	0	0	0	0	0	0
TRINITY_DN394400_c4_g2	OHE62604	0	7	0	0	0	5	7	0	8	0	7	0	19	0	0	0	0	0	0	0	0
TRINITY_DN399964_c3_g2	OHE67049	0	7	0	0	0	0	0	0	12	0	6	6	18	0	0	0	0	0	0	0	0
TRINITY_DN400100_c6_g1	OHE68002	0	5	0	0	5	5	0	0	20	0	64	75	23	5	0	0	0	0	30	103	58
TRINITY_DN395634_c7_g1	OHE75821	0	5	0	0	0	0	0	0	5	0	0	12	6	0	0	0	0	0	0	7	5
TRINITY_DN399783_c2_g1	OHE81406	0	0	0	0	0	8	0	0	6	0	12	11	9	0	0	0	0	0	0	0	0
TRINITY_DN376466_c0_g1	OHT10646	0	0	0	0	0	0	0	0	0	0	7	17	8	0	0	0	0	0	7	7	14
TRINITY_DN382039_c0_g5	OHT12179	0	0	0	0	0	31	6	0	0	0	0	35	51	6	0	0	0	0	0	8	7
TRINITY_DN400490_c0_g8	OHV82969	0	9	0	0	6	0	0	0	0	0	6	6	12	0	0	0	0	0	0	0	0
TRINITY_DN383358_c1_g1	OIE52131	8010	3940	3615	1836	3389	1406	3154	6735	1788	2096	1597	366	837	1146	1143	1477	1212	2844	1930	1859	2565
TRINITY_DN754507_c0_g1	OIN98381	0	12	0	0	0	82	0	0	0	0	33	16	149	0	0	0	8	0	0	0	0
TRINITY_DN383787_c0_g2	OIN98669	0	40	0	0	0	12	6	0	49	0	74	30	28	0	0	0	0	0	10	6	7
TRINITY_DN386112_c3_g1	OIO04730	0	15	0	0	0	39	0	0	31	0	39	39	75	7	0	0	0	0	0	7	0
TRINITY_DN384195_c2_g4	OIO09969	0	0	0	0	0	11	5	0	0	0	30	9	19	0	0	0	0	0	11	0	0
TRINITY_DN374436_c0_g1	OIO24986	0	0	0	0	0	7	0	0	0	0	0	13	10	0	0	0	0	0	5	0	6
TRINITY_DN398769_c2_g2	OIO24987	0	17	0	0	0	32	0	0	27	0	12	13	45	0	0	0	0	0	11	0	0
TRINITY_DN392505_c0_g4	OIO47602	0	25	0	0	0	40	0	0	14	0	40	110	54	0	0	0	0	0	13	0	0
TRINITY_DN400761_c3_g2	OIO48513	0	11	0	0	0	16	0	0	19	0	99	5	19	0	0	0	0	0	0	0	0
TRINITY_DN385435_c13_g1	OIO87965	0	0	0	0	0	24	0	0	0	0	15	5	57	0	0	0	0	0	25	0	0
TRINITY_DN384024_c1_g4	OIO88277	0	46	0	0	132	406	167	0	79	5	232	705	412	299	0	0	7	0	151	192	806
TRINITY_DN391085_c5_g1	OIO88761	0	36	0	0	0	10	0	0	18	0	6	0	25	0	0	0	0	0	0	0	0
TRINITY_DN352666_c0_g1	OIO89004	5	5	0	0	0	20	0	0	7	0	22	23	30	11	0	0	0	0	0	30	0
TRINITY_DN401064_c1_g8	OIO89456	0	0	0	0	0	20	0	0	5	0	5	9	30	0	0	0	0	0	0	0	0
TRINITY_DN670739_c0_g1	OIO90914	0	0	0	0	0	12	0	0	0	0	11	22	12	0	0	0	0	0	10	0	0
TRINITY_DN376523_c11_g1	OIO91347	0	6	0	0	0	78	0	0	0	0	67	21	128	0	0	0	0	0	9	0	0
TRINITY_DN400875_c0_g1	OIO91903	0	16	0	0	0	24	0	0	5	0	6	0	29	0	0	0	0	0	0	0	0
TRINITY_DN394903_c2_g3	OIO91959	0	0	0	0	0	20	0	0	0	0	16	23	30	0	0	0	0	0	5	0	5
TRINITY_DN204347_c0_g1	OIO92794	0	5	0	0	0	13	0	0	10	0	31	14	12	0	0	0	0	0	5	0	0
TRINITY_DN390566_c3_g1	OIO92794	0	5	0	0	0	16	0	0	0	0	15	10	10	0	0	0	0	0	0	0	0
TRINITY_DN396402_c2_g1	OIO94487	0	7	0	0	0	8	0	0	5	0	7	9	8	0	0	0	0	0	0	0	0
TRINITY_DN376689_c8_g1	OIO95971	0	0	0	0	0	48	0	0	0	0	11	28	91	0	0	0	0	0	11	0	0
TRINITY_DN391778_c0_g6	OIO96043	0	7	0	0	0	15	0	0	0	0	21	40	20	0	0	0	0	0	13	0	0
TRINITY_DN751041_c0_g1	OIO96361	0	0	0	0	0	5	0	0	6	0	10	9	11	0	0	0	0	0	0	0	0
TRINITY_DN399840_c0_g3	OIO96502	0	8	0	0	0	72	5	0	0	0	57	93	157	51	0	0	0	0	72	125	207
TRINITY_DN397058_c0_g1	OIO96728	0	8	0	0	0	7	0	0	10	0	14	24	0	0	0	0	0	0	0	0	0
TRINITY_DN397550_c2_g2	OIO96951	0	0	0	0	0	370	0	0	0	0	26	55	507	0	0	0	0	0	6	0	0
TRINITY_DN382964_c1_g2	OIO97069	0	6	0	0	0	7	0	0	0	0	10	30	14	0	0	0	0	0	0	0	0
TRINITY_DN397302_c0_g2	OIO97506	0	0	7	22	0	6	0	0	0	0	16	42	23	28	47	30	0	5	5	34	79
TRINITY_DN372223_c9_g3	OIO97577	0	6	0	0	18	35	28	0	30	0	10	26	56	10	0	0	0	0	11	25	7
TRINITY_DN400770_c5_g3	OIO97680	0	25	0	0	0	38	0	0	20	0	25	15	60	0	0	0	0	0	7	0	0
TRINITY_DN352019_c0_g1	OIO97729	0	0	0	0	0	5	0	0	6	0	5	7	9	0	0	0	0	0	0	0	0
TRINITY_DN342750_c0_g1	OIO97976	0	6	0	0	0	12	0	0	0	0	17	46	12	0	0	0	0	0	11	0	5
TRINITY_DN388350_c2_g2	OIO98149	0	0	0	0	6	5	5	0	0	0	6	0	17	0	0	0	0	0	5	5	0
TRINITY_DN3915_c0_g1	OIO99170	0	11	0	0	0	9	0	0	6	0	0	34	10	0	0	0	0	0	0	0	0
TRINITY_DN377805_c4_g1	OIP03112	0	17	5	0	0	7	0	0	0	0	27	6	16	0	0	0	0	0	0	15	6
TRINITY_DN394376_c4_g1	OIP07223	0	5	0	0	0	9	0	0	15	0	19	0	6	0	0	0	0	0	0	0	0
TRINITY_DN388009_c2_g5	OIP07333	0	34	0	0	17	30	10	0	33	0	22	173	71	11	0	0	0	0	0	21	19
TRINITY_DN381215_c3_g6	OIP11270	0	0	0	0	0	21	0	0	0	0	6	7	35	0	0	0	0	0	5	0	0
TRINITY_DN387468_c11_g3	OIP11852	0	8	0	0	0	10	0	0	6	0	0	8	12	0	0	0	0	0	0	0	0
TRINITY_DN399325_c9_g4	OIP25700	0	0	0	0	0	96	0	0	5	0	221	51	245	0	0	0	0	0	0	0	0
TRINITY_DN356050_c0_g2	OIP26222	0	0	0	0	0	41	0	0	0	0	9	15	77	0	0	0	0	0	6	0	0
TRINITY_DN374548_c5_g1	OIP26867	0	8	0	0	5	226	0	0	0	5	61	85	280	0	0	0	0	0	42	0	0
TRINITY_DN381010_c5_g7	OIP27135	0	0	0	0	0	60	0	0	0	0	12	20	73	0	0	0	0	0	18	0	0
TRINITY_DN396398_c3_g1	OIP27218	0	0	0	0	0	25	0	0	0	0	21	40	50	0	0	0	0	0	25	0	0
TRINITY_DN360315_c0_g1	OIP27353	0	0	0	0	0	9	0	0	0	0	6	6	8	0	0	0	0	0	5	0	0
TRINITY_DN376400_c3_g2	OIP27721	0	5	0	0	0	93	0	0	0	0	44	85	170	0	0	0	0	0	59	0	0
TRINITY_DN372441_c10_g1	OIP27961	7	5	0	0	0	141	0	0	0	0	56	112	224	0	0	0	0	0	17	0	0
TRINITY_DN381121_c7_g3	OIP28084	0	0	0	0	0	48	0	0	0	0	23	30	50	0	0	0	0	0	7	0	0
TRINITY_DN384977_c4_g8	OIP28153	0	12	0	0	0	24	6	0	16	0	8	24	22	0	0	0	0	0	7	0	7
TRINITY_DN377217_c2_g1	OIP28642	0	7	0	0	0	88	0	0	0	0	14	83	191	6	0	0	0	0	35	0	0
TRINITY_DN379517_c3_g1	OIP29163	0	0	0	0	0	12	0	0	0	0	5	8	16	5	0	0	0	0	0	0	0
TRINITY_DN383877_c2_g3	OIP29351	0	0	0	0	0	20	0	0	5	0	6	68	11	0	0	0	0	0	0	0	0
TRINITY_DN387132_c8_g2	OIP30450	0	0	0	0	0	15	0	0	0	0	5	39	17	0	0	0	0	0	7	0	0
TRINITY_DN398640_c5_g5	OIP35645	0	0	0	0	0	5	0	0	0	0	5	9	20	0	0	0	0	0	6	0	0
TRINITY_DN392071_c1_g6	OIP42900	0	8	0	0	0	7	0	0	5	0	11	47	12	0	0	0	0	0	0	0	0
TRINITY_DN401166_c7_g3	OIP51534	0	6	0	0	0	136	0	0	8	0	56	34	228	0	0	0	0	0	0	0	0
TRINITY_DN375387_c0_g3	OIP60178	0	0	5	0	0	41	0	0	9	0	35	44	72	0	0	0	0	0	0	0	0
TRINITY_DN384128_c4_g3	OIP63503	0	0	0	0	0	6	0	0	17	0	47	29	19	0	0	0	0	0	0	0	0
TRINITY_DN385524_c1_g2	OIP91307	0	29	0	0	7	20	0	0	14	0	38	36	27	0	0	0	0	0	14	0	7
TRINITY_DN395650_c9_g1	OIP92874	0	50	0	0	0	0	0	0	83	0	25	0	0	0	0	0	0	0	7	24	0
TRINITY_DN383576_c3_g9	OIR20419	0	17	0	0	0	21	0	0	24	0	53	45	71	8	0	0	8	0	7	27	60
TRINITY_DN382120_c0_g4	OIV89726	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	36	25	17	5	24	26
TRINITY_DN389020_c3_g3	OIV89924	34	12	32	23	18	15	39	25	14	41	16	8	0	41	20	23	43	10	23	5	0
TRINITY_DN385837_c4_g4	OIV89942	6	0	0	0	11	0	0	0	0	0	5	0	0	0	0	0	0	0	6	0	5
TRINITY_DN380401_c5_g4	OIW11385	0	17	0	0	61	175	13	0	17	0	63	74	221	97	0	0	0	0	0	151	81
TRINITY_DN386441_c2_g1	OIW11385	9	10	5	0	7	10	14	6	12	21	11	6	0	16	0	78	12	22	9	215	64
TRINITY_DN386746_c4_g4	OIW11385	0	0	0	0	0	0	0	0	0	5	0	0	0	7	0	13	0	5	0	51	8
TRINITY_DN391287_c3_g1	OIW11385	0	0	0	0	8	0	20	0	0	10	0	0	0	0	0	11	0	0	0	92	0
TRINITY_DN391287_c3_g2	OIW11385	0	115	15	0	84	320	84	0	145	16	257	214	457	76	0	24	18	0	35	502	571
TRINITY_DN385529_c3_g1	OIW21822	5	0	0	0	0	0	0	0	0	0	0	0	5	6	0	10	0	0	0	15	0
TRINITY_DN387140_c5_g5	OIW21822	0	21	6	0	19	108	26	0	14	0	69	104	164	18	0	0	0	0	60	63	36
TRINITY_DN388767_c3_g14	OIW21822	66	69	58	37	68	29	57	0	72	61	16	35	0	66	39	77	40	39	76	3688	65
TRINITY_DN383412_c4_g3	OJF76332	0	0	0	0	0	24	0	0	0	0	33	46	43	0	0	0	0	0	11	0	0
TRINITY_DN400135_c4_g4	OJJ16105	0	43	0	0	0	21	5	0	38	0	34	17	34	5	0	0	0	0	0	10	5
TRINITY_DN380305_c0_g1	OJJ41606	0	0	0	0	6	10	5	0	12	0	13	24	16	9	0	0	0	0	5	18	61
TRINITY_DN395945_c3_g1	OJU57249	0	5	0	0	0	13	0	0	0	0	0	36	18	0	0	0	0	0	5	0	0
TRINITY_DN396035_c6_g1	OJU61378	0	5	0	0	0	5	0	0	5	0	0	35	19	0	0	0	0	0	22	0	0
TRINITY_DN390368_c0_g2	OJU62189	0	0	0	0	0	29	10	0	0	0	8	13	38	0	0	0	0	0	0	0	0
TRINITY_DN374936_c4_g1	OJU84539	0	28	0	0	0	475	0	0	19	0	110	248	630	5	0	0	0	0	131	0	0
TRINITY_DN396084_c7_g1	OJU84539	0	0	0	0	0	87	6	0	9	0	12	26	143	0	0	0	0	0	0	0	0
TRINITY_DN382558_c5_g2	OJU94503	0	0	0	0	0	29	0	0	0	0	10	9	31	0	0	0	0	0	5	0	0
TRINITY_DN390866_c5_g1	OJV12736	0	21	0	0	0	23	0	0	67	0	51	27	35	0	0	0	0	0	0	41	6
TRINITY_DN383054_c0_g9	OJV21588	0	0	0	0	0	6	0	0	0	0	12	17	9	5	0	0	0	0	0	0	0
TRINITY_DN361689_c0_g1	OJV41931	0	0	0	0	0	10	0	0	6	0	0	17	23	0	0	0	0	0	0	5	0
TRINITY_DN377546_c4_g1	OJV42037	0	18	0	0	0	21	0	0	0	0	18	67	40	6	0	0	0	0	12	6	0
TRINITY_DN396185_c6_g3	OJV88323	0	13	0	0	0	0	0	0	5	0	0	5	33	0	0	0	5	0	0	0	0
TRINITY_DN390866_c5_g6	OJV90163	0	12	0	0	0	5	0	0	16	0	7	0	24	0	0	0	0	0	5	0	0
TRINITY_DN390266_c8_g2	OJV92411	0	0	0	0	0	12	0	0	7	0	13	7	26	0	0	0	0	0	5	0	0
TRINITY_DN365055_c0_g1	OJV94394	0	0	0	0	7	65	0	0	10	0	15	78	115	0	0	0	0	0	9	0	0
TRINITY_DN388231_c2_g1	OJV99251	21	64	46	213	63	480	31	15	77	47	425	1196	569	122	93	77	64	53	284	651	777
TRINITY_DN393541_c3_g1	OJW02729	0	0	0	0	0	9	0	0	0	0	11	37	28	0	0	0	0	0	8	0	0
TRINITY_DN386034_c8_g5	OJW02833	0	0	0	0	0	32	0	0	5	0	5	34	68	0	0	0	0	0	0	5	0
TRINITY_DN381213_c7_g2	OJW04256	0	0	0	0	0	58	0	0	0	0	19	33	82	0	0	0	0	0	25	0	0
TRINITY_DN383868_c0_g1	OJW23334	0	18	0	0	0	56	0	0	5	0	25	17	97	0	0	0	0	0	0	0	0
TRINITY_DN377497_c2_g1	OJW60389	0	0	0	0	0	28	0	0	5	0	25	24	25	0	0	0	0	0	6	0	0
TRINITY_DN378637_c9_g2	OJW60390	0	6	0	0	0	16	0	0	0	0	6	38	10	0	0	0	0	0	0	0	0
TRINITY_DN400385_c2_g3	OJX39542	0	0	0	0	0	99	0	0	0	0	20	55	129	0	0	0	0	0	5	0	0
TRINITY_DN401139_c2_g1	OJY05169	0	8	0	0	0	81	0	0	0	0	73	7	138	0	0	0	0	0	5	0	0
TRINITY_DN296075_c0_g1	OJY35030	0	13	0	0	0	8	0	0	0	0	0	7	20	5	0	0	0	0	0	16	0
TRINITY_DN382681_c10_g2	OJY49114	0	0	0	0	0	11	0	0	0	0	7	20	22	0	0	0	0	0	7	0	0
TRINITY_DN379943_c4_g11	OJY63449	0	0	0	0	5	45	0	0	0	0	24	56	91	0	0	0	0	0	11	0	0
TRINITY_DN191946_c0_g1	OJY73722	0	17	0	0	0	26	0	0	7	0	9	13	51	0	0	0	0	0	7	0	0
TRINITY_DN359433_c0_g1	OJY91403	0	0	0	0	6	21	6	0	0	0	26	11	15	0	0	0	0	0	0	0	16
TRINITY_DN383006_c3_g3	OKH44001	65	64	87	47	115	62	115	79	51	46	50	56	78	111	176	867	83	93	128	507	1021
TRINITY_DN382871_c5_g3	OKO61066	7	0	0	8	0	5	0	5	0	0	0	0	9	0	0	5	5	0	0	6	42
TRINITY_DN386339_c6_g4	OKY73158	0	0	0	0	17	16	23	0	13	0	14	39	5	49	0	0	0	0	10	31	25
TRINITY_DN400890_c1_g1	OKZ03409	0	10	0	0	0	56	0	0	5	0	23	21	62	0	0	0	0	0	0	0	0
TRINITY_DN381548_c2_g4	OKZ91196	0	14	0	0	0	10	0	0	5	0	6	17	13	0	0	0	0	0	0	0	0
TRINITY_DN393045_c4_g5	OLA77062	6	18	0	0	0	8	0	0	10	0	16	0	11	0	0	0	0	0	0	7	6
TRINITY_DN395268_c7_g1	OLA79762	0	0	0	0	0	17	0	0	0	0	30	50	17	0	0	0	0	0	6	0	0
TRINITY_DN374588_c10_g1	OLA96839	0	0	0	0	0	5	0	0	0	0	0	0	10	0	0	0	0	0	6	10	10
TRINITY_DN386875_c4_g5	OLA97535	0	0	0	0	0	80	0	0	5	0	23	150	126	0	0	0	5	0	22	0	0
TRINITY_DN397679_c3_g1	OLA99617	0	22	0	0	0	437	0	0	26	0	233	222	623	0	0	0	0	0	49	0	0
TRINITY_DN385725_c1_g3	OLB00066	0	0	0	0	0	26	0	0	0	0	18	28	42	0	0	0	0	0	0	22	0
TRINITY_DN384951_c4_g8	OLB00959	5	12	0	0	0	71	0	0	10	0	119	27	174	0	0	0	0	0	0	0	0
TRINITY_DN374048_c3_g2	OLB01632	0	5	0	0	8	7	0	0	9	0	19	8	19	0	0	0	0	0	6	13	0
TRINITY_DN377458_c3_g1	OLB02004	0	14	0	0	0	38	0	0	7	0	20	81	42	0	0	0	0	0	0	0	0
TRINITY_DN381738_c9_g2	OLB03039	0	5	0	0	0	9	0	0	10	0	5	6	5	0	0	0	0	0	0	0	0
TRINITY_DN387460_c1_g1	OLB03108	0	5	0	0	0	7	0	0	0	0	10	7	6	0	0	0	0	0	0	0	0
TRINITY_DN393009_c4_g3	OLB03635	0	0	0	0	0	25	0	0	0	0	36	20	56	0	0	0	0	0	6	0	0
TRINITY_DN380195_c4_g1	OLB03994	0	0	0	0	0	19	6	0	0	0	14	10	23	6	0	0	0	0	0	15	0
TRINITY_DN390627_c6_g1	OLB04214	0	7	0	0	8	42	6	0	16	0	69	228	50	50	0	0	0	0	68	97	177
TRINITY_DN389415_c6_g2	OLB04287	5	0	0	0	0	13	0	0	0	0	21	23	18	0	0	0	0	0	0	0	0
TRINITY_DN401329_c2_g6	OLB04621	0	5	0	0	0	63	0	0	0	0	25	73	47	0	0	0	0	0	5	0	0
TRINITY_DN269380_c0_g1	OLB05009	0	21	0	0	5	44	0	0	10	0	15	125	60	0	0	0	0	0	0	6	0
TRINITY_DN63981_c1_g1	OLB05418	0	10	0	0	0	12	0	0	0	0	9	32	6	0	0	0	0	0	8	0	0
TRINITY_DN370680_c11_g2	OLB08471	0	0	0	0	0	21	0	0	0	0	9	15	23	0	0	0	0	0	6	0	0
TRINITY_DN387778_c5_g4	OLB10353	0	137	0	0	46	159	45	0	110	0	184	124	169	39	0	0	0	0	37	21	76
TRINITY_DN393065_c9_g6	OLB14303	212	385	142	48	151	166	190	155	377	140	269	100	151	144	72	119	138	113	105	244	154
TRINITY_DN485145_c0_g1	OLB14314	0	25	0	0	14	60	16	0	13	0	19	23	24	30	0	0	0	0	5	160	91
TRINITY_DN387599_c1_g1	OLB14315	0	0	0	0	0	5	0	0	0	0	0	5	10	0	0	0	0	0	0	58	5
TRINITY_DN390958_c3_g9	OLB20109	0	6	0	0	10	24	0	0	16	0	26	6	31	0	0	0	0	0	0	0	0
TRINITY_DN390518_c4_g2	OLB23004	0	0	0	0	0	20	0	0	10	0	16	31	40	0	0	0	0	0	0	0	0
TRINITY_DN514488_c0_g1	OLB30751	0	0	0	0	0	14	8	0	0	0	11	6	25	0	0	0	0	0	0	0	0
TRINITY_DN334386_c0_g1	OLB32518	0	72	0	0	9	0	0	0	53	0	6	28	0	0	0	0	0	0	0	0	0
TRINITY_DN374191_c0_g1	OLB38071	0	9	0	0	5	42	0	0	5	0	38	9	64	0	0	0	0	0	0	0	0
TRINITY_DN400800_c0_g2	OLB41430	0	6	0	0	0	132	0	0	0	0	32	137	235	0	0	0	0	0	0	7	0
TRINITY_DN378024_c6_g6	OLB41972	0	0	0	0	0	14	0	0	8	0	6	18	17	0	0	0	0	0	0	0	5
TRINITY_DN385272_c9_g3	OLB49313	0	8	0	0	0	8	0	0	8	0	0	6	13	0	0	0	0	0	0	0	0
TRINITY_DN391460_c6_g5	OLB52786	0	0	0	0	0	18	0	0	0	0	11	38	8	0	0	0	0	0	0	6	5
TRINITY_DN340868_c0_g1	OLB55191	0	0	0	0	0	18	0	0	0	0	19	24	23	0	0	0	0	0	0	14	0
TRINITY_DN385969_c3_g1	OLB55874	0	23	0	0	0	31	0	0	21	0	110	44	61	0	0	0	0	0	0	5	0
TRINITY_DN398385_c4_g1	OLB55877	0	0	0	0	0	60	0	0	0	0	37	65	84	0	0	0	0	0	5	5	0
TRINITY_DN400562_c2_g1	OLB55980	0	0	0	0	0	73	0	0	5	0	30	127	98	0	0	0	0	0	0	0	0
TRINITY_DN396303_c9_g4	OLB56255	0	7	0	0	0	11	0	0	13	0	16	5	13	0	0	0	0	0	5	0	0
TRINITY_DN367169_c1_g1	OLB56898	0	0	0	0	0	5	0	0	5	0	14	11	18	0	0	0	0	0	0	0	0
TRINITY_DN399913_c15_g4	OLB58554	0	0	0	0	0	54	0	0	6	0	38	186	72	0	0	0	0	0	0	0	0
TRINITY_DN17658_c0_g1	OLB62431	0	0	0	0	0	19	0	0	8	0	32	26	46	0	0	0	0	0	0	0	0
TRINITY_DN586880_c0_g1	OLB62885	0	6	0	0	0	9	0	0	0	0	12	12	28	0	0	0	0	0	0	0	0
TRINITY_DN381020_c4_g2	OLB62966	0	0	0	0	0	18	12	0	0	0	7	8	48	0	0	0	0	0	0	0	0
TRINITY_DN393864_c6_g5	OLB63155	0	0	0	0	0	0	0	0	5	0	45	174	5	0	0	0	0	0	6	0	0
TRINITY_DN383517_c3_g11	OLB63619	0	6	0	0	0	11	0	0	0	0	32	7	24	0	0	0	0	0	6	0	0
TRINITY_DN345699_c0_g1	OLB71438	0	5	0	0	0	0	0	0	8	0	11	16	8	0	0	0	0	0	0	0	0
TRINITY_DN374387_c12_g1	OLB80445	0	0	0	0	0	7	0	0	0	0	35	9	20	0	0	0	0	0	0	0	8
TRINITY_DN387866_c0_g5	OLB88216	0	0	0	0	5	58	0	0	10	0	42	120	70	0	0	0	0	0	5	0	0
TRINITY_DN377119_c11_g1	OLB90412	0	43	0	0	0	97	0	0	107	0	80	105	186	0	0	5	0	0	23	0	0
TRINITY_DN225205_c0_g1	OLB93321	0	0	0	0	0	16	0	0	5	0	7	0	25	0	0	0	0	0	7	0	0
TRINITY_DN384529_c5_g1	OLB95474	0	0	0	0	0	7	0	0	0	0	19	12	22	0	0	0	0	0	9	0	0
TRINITY_DN364771_c2_g1	OLB99931	0	8	0	0	0	21	0	0	12	0	15	19	20	0	0	0	0	0	0	0	0
TRINITY_DN393922_c3_g1	OLC00749	0	0	0	0	0	7	0	0	7	0	7	16	7	0	0	0	0	0	0	0	0
TRINITY_DN401093_c3_g4	OLC01009	0	10	0	0	11	98	15	0	15	0	62	160	156	26	0	0	0	0	10	11	0
TRINITY_DN377556_c6_g1	OLC02411	0	0	0	0	0	41	0	0	8	0	17	23	48	0	0	0	0	0	0	0	0
TRINITY_DN386922_c10_g1	OLC13902	0	0	0	0	0	5	0	0	0	0	21	21	21	0	0	0	0	0	7	0	0
TRINITY_DN278854_c0_g1	OLC14918	0	8	0	0	0	167	0	0	0	0	17	48	268	0	0	6	0	0	41	0	0
TRINITY_DN375073_c2_g1	OLC17929	0	10	0	0	0	247	0	0	9	0	54	376	378	0	0	0	0	0	160	0	0
TRINITY_DN397713_c0_g1	OLC19143	0	0	0	0	0	322	0	0	5	0	136	98	495	0	0	0	0	0	59	5	0
TRINITY_DN398629_c5_g1	OLC30525	0	0	0	0	0	6	0	0	0	0	6	14	28	0	0	0	0	0	29	0	0
TRINITY_DN399854_c4_g1	OLC31744	0	0	0	0	0	64	0	0	0	0	9	14	77	0	0	0	0	0	8	0	0
TRINITY_DN363697_c0_g2	OLC31749	0	0	0	0	0	5	0	0	0	0	5	11	7	0	0	0	0	0	6	0	0
TRINITY_DN377147_c5_g7	OLC32713	0	5	0	0	0	5	0	0	6	0	5	5	12	0	0	0	0	0	0	0	0
TRINITY_DN396443_c3_g7	OLC33360	0	5	0	0	0	12	0	0	9	0	0	20	23	0	0	0	0	0	0	0	0
TRINITY_DN400250_c1_g4	OLC33360	0	0	0	0	0	5	6	0	0	0	27	40	25	0	0	0	0	0	0	0	0
TRINITY_DN49129_c0_g1	OLC34350	0	12	0	0	0	16	0	0	6	0	0	7	20	0	0	0	0	0	0	0	0
TRINITY_DN394494_c5_g2	OLC35541	0	0	0	0	0	70	0	0	0	0	29	50	114	0	0	0	0	0	10	0	0
TRINITY_DN376299_c7_g1	OLC37375	0	0	0	0	0	83	0	0	0	0	73	125	118	0	0	0	0	0	27	0	0
TRINITY_DN391931_c2_g7	OLC37688	0	5	0	0	0	110	0	0	12	0	48	98	148	0	0	0	0	0	22	0	0
TRINITY_DN390781_c1_g5	OLC38934	0	14	0	0	0	15	0	0	18	0	22	27	9	0	0	0	0	0	0	0	0
TRINITY_DN273071_c0_g1	OLC40024	5	0	0	0	0	110	0	0	0	0	18	18	163	0	0	0	0	0	0	0	0
TRINITY_DN379532_c8_g2	OLC40074	0	0	0	0	0	54	0	0	5	0	8	0	65	0	0	0	0	0	6	0	0
TRINITY_DN387143_c3_g1	OLC40856	5	5	0	11	0	39	0	16	7	0	29	0	32	5	5	7	0	7	0	0	0
TRINITY_DN388205_c1_g1	OLC41277	0	0	0	0	0	5	0	0	5	0	37	16	0	0	0	0	0	0	6	0	0
TRINITY_DN391861_c0_g5	OLC41821	0	6	0	0	0	8	0	0	5	0	11	15	10	0	0	0	0	0	0	0	0
TRINITY_DN384937_c6_g1	OLC41959	0	6	0	0	6	10	6	0	5	0	17	17	23	34	0	0	0	0	10	0	50
TRINITY_DN393451_c5_g3	OLC42005	0	42	0	0	7	10	9	0	36	0	34	12	31	8	0	0	0	0	8	13	10
